Goal,Specific,Measurable,Action-oriented,Relevant,Time-bound
Where does ice cream fit into my resolution to be healthy newyearsprobs gimme,,,,1,
Im going to get sysop privileges and hack the mainframe in,,,,1,
GOOD MORNING Our first Resolution We resolve to go back to sleep after breakfast YAWN ht,,,,1,
My other resolution is to break my neighbors guitar,,,,1,
keep my problems off of Twitter,,,,1,
th I will devote less time to D While I enjoy my imaginary relationship with NiallOfficial it just cant go on,,,,1,
And let the gym memberships pour in,,,,1,
stop trying gtgt,,,,1,
Heres to a more productive New Year in living in Washington DC this summer and giving back more,,,,1,
To get out of bed before noon I have failed,,,,1,
My new years resolutions that i dont mind sharing HappyNewYear,,,,1,
my resolution is to make it painfully aware when people excessively use their phones in social situations,,,,1,
Talk less Listen more,,,,1,
My New Years Resolution is to make a bowl game MyHeadHurts Xort,,,,1,
Design outside the lines Gamedev,,,,1,
Out with the oldNew Year New growth NewYear,,,,1,
My Be still Settle in And listen How about you,,,,1,
Talk less Listen more,,,,1,
Become dedicated to the usage of proper grammar theyrenottheirorthere,,,,1,
Its Time to be more productive,,,,1,
Learn something new everyday,,,,1,
for is get a new years resolution for,,,,1,
Will be on a new level this year motivation NewYear,,,,1,
my is to budget hard and fuck shit up,,,,1,
Enjoy wo complaint Phil,,,,1,
check my phone times this year,,,,1,
make better food choices this year with SimpleTruthOrganic available KrogerGotItFree SimpleTruthU Eat Better,,,,1,
to quit Copenhagen falls to the wayside as my resolution to not kill anyway seems a bit more important,,,,1,
Answer wo arguing Prov,,,,1,
My is to start smoking On my way to get a carton now Blessed newyearnewme BringItOn,,,,1,
Ban people for words used like hubby bae wifey anything related,,,,1,
chrisbrown Supper club right now stop smoking cigarettes yay Thank God,,,,1,
Learn from yesterday Live for today Hope for tomorrow Albert Einstein,,,,1,
Pray wo ceasing Col,,,,1,
javascript write morebetter tests dont cry when angularjs renders all my code obsolete,,,,1,
For the th consecutive year Im going to lose weight,,,,1,
Stop biting people Unless they really deserve it,,,,1,
check my phone times this year,,,,1,
My is to mercilessly and repeatedly beat LukeFurmanOU in chess,,,,1,
are more about focus and growth for me in,,,,1,
years ago on a snowy morning in NJ I resolved to write an opera The best I ever made Today Im at work on my th,,,,1,
Making a year by year bucket list and checking it off as much as possible,,,,1,
Eradicate all friendships of people who post pics of their booze and brag,,,,1,
Starting a cleanse today Eating nothing but juiced kale for days detox newyearsresolution justkidding coffeeandchocolateforbreakfast,,,,1,
To be forgiven by my sweet brother Numpsey Brindleboxers mccoyderek urbanteacher sarahdateechur iamDrWill,,,,1,
First in the bag Bye bye onlinedating Dont let the door hit you in the ass on the way out,,,,1,
A little bit of lifestyle is on the blog with my list fblogger NYE,,,,1,
My is to start a vlog for the first time in Sub my channel to know when they post,,,,1,
Weeding out drama and bad vibes NYE HappyNewYear,,,,1,
to NEVER hear the song Let it Go ever afuckinggain I will mute that shit when it comes on the radio idinamenzel,,,,1,
alreadyso why cant I seem to get back to writing procrastination,,,,1,
number Find my slippers,,,,1,
Happy My resolution this year is to make laughing a priority Laughter keeps people together laugh joy,,,,1,
In I will be fitter happier and more productive,,,,1,
First Waffles Someone help make this happen,,,,1,
Get outside minutes a day,,,,1,
no more smoking,,,,1,
My Big Why for the st day of NASPAshares Whats yours studentaffairs sagrad sachat,,,,1,
CrumlinFuels number,,,,1,
Discover who actually let the dogs out,,,,1,
My nd will be to become healthier and more in shape Ive paid for these programs and Im gonna use them work hard,,,,1,
This year my st will be to lose lbs Ive lost already thanks to the DayFix and piyo and Im not going back,,,,1,
for To finish the cabin this year,,,,1,
Start Career Set Weekly Goals Less Junk FoodSoda Smile more Meet New People,,,,1,
My resolutions For the New Year go in one Year out the other punku haiku senryu RockinEve NewYear NewYearsResolut,,,,1,
I am enjoying the lack of commercials during the parade Lets agree to always be commercialfree newyearsresolution HGTVNewYear,,,,1,
My Is To Start End This Yr W My Gurllll lexxmoe By My Side,,,,1,
My is to finally stop killing chickens at Lon Lon Ranch and actually beat Zelda Ocarina of Time,,,,1,
My is just a pile of bullshit I spew,,,,1,
Last year I set out to clear my and mind after my divorce now my goal is to know it is ok to have fun love again,,,,1,
Shutting down gossip when it creeps covering those persecuted,,,,1,
My ass got so fat i havent worn jeans since August,,,,1,
Fuck a,,,,1,
I want my to be that I will learn to cook But really its that I will make more money so I can go out to eat more,,,,1,
Get my drivers license Get a beach house Start taking voice lessons again Get on the voice,,,,1,
The lord is testing me,,,,1,
On the downside Im starving but per the Im on a diet,,,,1,
One of my is to go on dates more and my first victim anthelonious,,,,1,
another opportunity to work harder EverydayCounts Work Harder,,,,1,
This year to allowacceptembrace the unstructured And time to nourish my mind bodyspirit,,,,1,
Havent broke a yet Diet game going strong still,,,,1,
be a better daughter girlfriend,,,,1,
Taking everything that is mine day at a time,,,,1,
Woke up to lbs My is to be down to lbs I refuse to get passed lbs ever again,,,,1,
Fit Wanderlust Runner Happy New Year runchat fitness,,,,1,
For me is going to be all about moving forward seewhatididthere NewYear,,,,1,
goals for dont die get good grades and no more over eating,,,,1,
My is to be a game changer not a game player Lets do this together Happy New Year,,,,1,
Trust more I have a hard time trusting people who say they like me Because I dont even like me,,,,1,
My is to grow my social media presence to k so get ready for more opinion and hopefully some insight sportsbiz,,,,1,
sixfootfiveguy One of my is to power bottom more often,,,,1,
And the annual New Years Resolution lives on dont die Dedication at its finest folks NewYear,,,,1,
Live life without a care for anyone else,,,,1,
Travel to new places,,,,1,
Hating hoes aint happy happy hoes aint hating better check your situation we gotta win cause the rest is losin,,,,1,
Ugh getting back to this newyearsresolution,,,,1,
Buy a house and live like Hugh Hefner stillinbed,,,,1,
My for patience What will your resolution for the new year be,,,,1,
Workout at gym instead of masturbatingExercised so much this wk I cant lift my armsCouldnt rub one out if I tried,,,,1,
to finish these AP English assignments before Sunday night,,,,1,
Need more nature,,,,1,
One of my is to eat more ass,,,,1,
In I will love harder forgive quicker live without regret and find some good in everything,,,,1,
My resolution is to quit wasting bananas and actually do something with the brown ones I stick in the freezer,,,,1,
No need for Just be awesome You Know Who You Are QuoteOfTheYear,,,,1,
Be less judgemental,,,,1,
eat all the chicken fingers in the world,,,,1,
I resolve to drop the hottest mixtape of,,,,1,
read more write more eat healthier and force myself to exercise,,,,1,
save even more money and continue growing with blf with our relationship,,,,1,
Happy New Year commitment Create peace on earth It doesnt just happen worldpeace,,,,1,
My is to remember to write and not,,,,1,
Big Hair Dont Care newyearsresolution,,,,1,
Hey Los Angeles if you dont see me on the corner of Winnetka offering blow jobs for heroin money my is working,,,,1,
Meet ItsMidnightRed ericsecharia ColtonRudloff anthonyladao thomasaugusto JoeyDiggsJr carlyfornia NinyLi,,,,1,
try meth NewYearNewMe Meth,,,,1,
Cannot wait for the winter classic hawks vs capitals Hockey tradition on New Years Day HappyNewYear,,,,1,
First hungover meal of McDonalds breakfast This is going to be an eating year SydneyKinman closetfatties,,,,1,
LoseWeight Exercise Less TV No Cursing Floss More Find The One Focus on challenge at a time ChooseWisely,,,,1,
Pursuing sustainable human sacrifice alternatives,,,,1,
Stop putting so much pressure on myself to be perfect,,,,1,
To shrug things off more often will be the year of,,,,1,
to be a better account get to know more fellow gamers and to get to k followers,,,,1,
My only cleanup and organize my onedrive folders,,,,1,
No actually make recipe Ive pinned on Pinterest,,,,1,
Become a father,,,,1,
New Years Resolution Read more good books I can help with that NewYearNewMe NewYear,,,,1,
Ok so my is simply Surround myself w positive energy actions and friends Whats yours,,,,1,
i think cat fighting is probably a fun enough reason to get into shape who wants the typical inse,,,,1,
MikeSadorf year later Get help for my gun addiction,,,,1,
My is to always remember if it doesnt get me closer to Orvieto Italy it doesnt matter HeathagensTakeOnRoma,,,,1,
My New Years resolution is that I will let the Yankees win the World serious NewYorkYankees Yankees,,,,1,
Resolve to be more like this guy in GoPats,,,,1,
Start smoking cigs,,,,1,
my newyearsresolution is to start building from the ground up a careerbrand that means more to others then it does to myself,,,,1,
I plan to not get that fat,,,,1,
Make better bad decisions,,,,1,
My is to massively INCREASE my carbon footprint Environmentalists well youre gonna have to do more tcot p,,,,1,
Be like Ray Irish,,,,1,
Smile more spend less,,,,1,
Happy New Year Everyone Im doing greatits AM here and I havent broken one resolution yet,,,,1,
So if I wanna lose more weight this year can I start the year with McDonalds breakfast,,,,1,
order more pizza to my bed,,,,1,
What better day than today to spend time in prayer the Word in order to hear His plans for your NewBeginnings Ne,,,,1,
My was to get belligerently drunk missionaccomplished Look at me go,,,,1,
be a better daughter girlfriend,,,,1,
not to be took advantage of,,,,1,
Hoping I can only surround myself with people who make an effort to be in my life this year and deserve my attention,,,,1,
My is to get fat and become a dad,,,,1,
was to quit smokin cigarettes NOT WEED lol havent had a cigarette in hoursGo Me WakeandBake,,,,1,
eliminate obscurity through connection,,,,1,
To somehow get John Rabe KPCCofframp to RT me,,,,1,
The people that keep me positive will follow me into I will leave everyone else in,,,,1,
I couldnt really think of anything so Im trying to put on some weight and pick up smoking Next year I got this shit,,,,1,
Not sure what to partake in Decrease of takeout by ONE dayweek Make these dishes instead,,,,1,
Live long and prosper NYE,,,,1,
My for is to moon the GoogleCar,,,,1,
